"","AAA","AAB","AAC","AAD","AAE","AAF","AAG","AAH","AAI","AAJ","AAK","AAL","AAM","AAN","AAO","AAP","AAQ","AAR","AAS","AAT","AAU","AAV","AAW","AAX","AAY","AAZ","ABA","ABB","ABC","ABD","ABE","ABF","ABG","ABH","ABI","ABJ","ABK","ABL","ABM","ABN","ABO","ABP","ABQ","ABR","ABS","ABT","ABU","ABV","ABW","ABX","ABY","ABZ","ACA","ACB","ACC","ACD","ACE","ACF","ACG","ACH","ACI","ACJ","ACK","ACL","ACM","ACN","ACO","ACP","ACQ","ACR","ACS","ACT","ACU","ACV","ACW","ACX","ACY","ACZ","ADA","ADB","ADC","ADD","ADE","ADF","ADG","ADH","ADI","ADJ","ADK","ADL","ADM","ADN","ADO","ADP","ADQ","ADR","ADS","ADT","ADU","ADV","ADW","ADX","ADY","ADZ","AEA","AEB","AEC","AED","AEE","AEF","AEG","AEH","AEI","AEJ","AEK","AEL","AEM","AEN","AEO","AEP","AEQ","AER","AES","AET","AEU","AEV","AEW","AEX","AEY","AEZ","AFA","AFB","AFC","AFD","AFE","AFF","AFG","AFH","AFI","AFJ","AFK","AFL","AFM","AFN","AFO","AFP","AFQ","AFR","AFS","AFT","AFU","AFV","AFW","AFX","AFY","AFZ","AGA","AGB","AGC","AGD","AGE","AGF","AGG","AGH","AGI","AGJ","AGK","AGL","AGM","AGN","AGO","AGP","AGQ","AGR","AGS","AGT","AGU","AGV","AGW","AGX","AGY","AGZ","AHA","AHB","AHC","AHD","AHE"
"AAA",0,4021.06740963598,6388.63590693261,4774.64334243246,12950.6369445122,5260.59691326441,16084.5975370036,5576.10573333247,11220.8653186157,7247.05144058855,7506.12757622754,7898.77270268806,10035.0827898658,24061.693673964,14241.6643657482,4871.36194404217,16268.5531694542,4625.83164089259,15192.1877647146,2708.04471090694,12036.1600409737,6286.00706747162,18279.5495919327,4536.1467579657,7116.28928798899,5093.15578321739,6589.00158569423,3366.62295493165,7955.39722385567,5575.01152091509,12750.9798846787,17590.0720616282,7586.06797234661,5900.00926493554,1595.23614415523,6427.20301016629,5595.5926384171,4815.43275461272,14723.7377353754,11831.411098487,26101.1157938594,8369.54325199945,7190.20583121551,4407.06188624245,7562.79649057902,10124.4880664947,793.836254600319,3903.20757693983,19234.4950900145,5748.30602839532,3992.3677440958,14670.1226996064,12029.364302889,11919.8177142253,6516.11084503578,12339.5548016174,4699.27478865041,18438.7958223802,16604.3715366821,5308.22342330942,4638.41420256935,13366.7429768128,15578.0140800224,5254.09906743809,6780.14312634195,24142.3490051035,12518.6575873426,4212.56687310517,11776.2812638915,5795.31637257448,12818.0146380969,45012.4298618846,10847.5687794284,5603.99904368783,3658.62617743795,3871.30622692051,6277.20380643918,3788.77448796177,18269.365751179,33903.5999080358,6631.18319050841,6011.26009597183,16790.6247124902,15821.6639404304,16146.8783972753,7260.21341077688,15376.2492119737,4934.51020696591,6708.98349323323,13622.9510386465,12883.5745349704,3592.92969618555,22195.2632574109,5691.52439571212,1265.90180185345,2777.3252329458,22926.1823953882,13636.3803385719,8012.96778406671,15159.3156829442,2416.1812013147,18643.242983537,6247.07593949972,3582.61178740666,2602.73644507361,21766.1108674012,23112.1449330474,17382.3976944403,17279.8541057825,11109.1886849804,10969.3224238335,11435.3702731644,5302.51496229772,11417.5866896608,11544.126560651,11378.2397345257,4733.80869220569,16467.3975683745,15064.7806798658,16395.1628684831,13430.1846233781,13761.8407440942,14019.7857903502,14122.9948491287,13684.7665275237,27269.1885977437,26997.0231827815,5302.51496229772,2258.36203103431,2222.90312065326,2922.36535551727,3100.44548831634,2255.05733531701,13661.9793211267,13553.0981773736,3250.00957110939,3162.76332418692,3220.6596828842,3327.92666772042,28118.6126484371,28413.5548537893,28515.4361721955,10620.297409313,20295.5511219555,34599.9125732231,31753.7402332873,32019.1915347297,16445.4971957667,16737.569345478,15251.9712815279,15302.5503830727,13698.138810988,13690.8598410096,13415.228654695,14326.3213139207,15448.8078354677,15443.9832353102,14796.900580867,7165.30674755253,7949.75250138873,12089.5771017075,5239.45687317806,7165.30674755253,16337.6903137882,7549.35180729176,5792.290237928,22403.012228381,12979.1870724775,11540.3183275793,16796.9434974965,6070.94675515366,8190.35887196176,7958.73380901959,6413.93985775164,10197.107077673,13658.9788509207,6805.68783356214,8015.72016428821,10803.6495746712,9073.98365914096,9546.48245742524,8089.48922728753,8505.27067292218,10312.0933700805,15232.7599437763,14464.0927182405,15223.9191788581
"AAB",4021.06740963598,0,10020.7499557005,8769.49066029828,10794.0880680517,8256.10141242704,19673.268791858,5858.27503865436,14059.5219799216,11250.4276001159,10499.4851189376,11734.8448733937,12045.0320054817,24396.9433075157,14405.3849782663,8864.89014163375,17989.8115781302,7834.25845452381,18055.3068111205,2196.0110267827,15716.2561794164,3630.52530226361,21505.560683344,8437.65839028055,10622.1951164733,9086.51380968699,6561.65339139012,6458.5727261516,11253.9068432191,3301.68907062137,16525.8727558198,19407.7047403276,10788.8572222147,9320.68478257405,3032.72325689397,9749.54309137222,9370.06056413388,3587.94577203191,18241.7203228958,14086.1865211364,26984.6452710463,11021.6158065265,10276.8962900718,8394.94564263254,11247.7826653348,13983.3081974551,4668.83887287543,7788.8447315921,22126.9184698307,8724.0816775384,7786.29604917426,18406.7270113037,15783.8301603778,14453.2144363659,5686.52510190517,15159.1725765697,5609.61546458767,21467.4131485728,20373.0249846745,4597.47735636489,5864.95847330288,16895.7495544731,19357.6113423447,8794.071150865,9849.4068201201,24704.9894973079,14981.5236813908,5644.83197560158,14857.4105294661,9241.14494856814,16594.9374732905,44995.2141456716,14392.0228718213,8723.14432227242,7100.79424391375,7264.38386138103,10210.0291538183,7736.36139853609,21451.1599122997,37282.5400127737,9621.83896344159,9343.10261106482,18224.8699425622,19672.016095847,19809.4447144128,10294.0922091139,17365.2939187644,8950.35927286021,10423.435628621,17290.3416681927,16574.2058683103,6771.03226842882,22739.8541083424,9176.06050136401,2763.86059936638,4943.16829279153,26017.2923835935,15892.3035115999,10641.3375694054,18631.0357192059,5620.05490714666,20918.8231193991,9919.4195958928,5051.23850933521,5185.68512568834,25470.7901971054,26763.4836866636,20575.462835189,20457.3434817466,11288.094119192,11051.3893975103,12132.4899729511,9038.00282527511,14975.9151868228,15098.2698399179,14947.3295203585,4377.67267178529,17119.8307756505,15896.8935455996,17124.9836315483,16189.7813586438,16594.042043752,16848.3924925356,16949.0870797934,16429.0233126847,30762.7737297112,30509.8047768705,9038.00282527511,5963.02881503826,5991.93849050307,6851.46047264171,6761.10003220307,6187.1705995989,10953.2988809972,10891.9409881071,3587.81757974772,3860.5804869941,3878.04683939932,3768.17778765439,31401.9598588055,31701.4170765104,31756.620727031,14590.1394319706,24032.6370723686,37591.0169876036,34608.9378687178,34960.4193751153,20059.4808862104,20373.4432364247,18114.354090724,18176.5498862221,17715.5916217176,17700.7818404008,17433.8161204281,17626.3006320306,15573.8481363089,15245.4386934718,14672.3189783578,10872.3834552691,11902.0100703831,15792.6725908794,9258.2311194425,10872.3834552691,20217.046565735,11234.0933831064,9743.39810212022,21030.4765535792,16742.7939692625,15104.9403776331,19926.3270039097,10089.1100941235,12002.2487101166,11780.7824952241,10428.8986325859,13988.3797674383,10976.0219868755,10659.1567982305,11981.4114888854,14611.4576131458,12895.6091323404,13447.0102682702,11844.2524746301,12207.1332563597,14049.4922396931,18102.1614735735,17721.8370736509,15161.3617582369
"AAC",6388.63590693261,10020.7499557005,0,2761.60101050856,15218.7354474221,2538.10602959255,9705.31267530091,7269.58362509613,5632.38764551218,3133.60609875412,2547.14094013323,2025.25951650791,6280.8840665038,21340.778053026,12740.906817891,2710.74819198062,11960.6991502781,2444.17549305864,9294.80361122145,7983.30475548918,5697.56755816634,10685.4670552235,11985.4243494443,2221.57082419644,878.355390210211,2642.32041668803,7980.93115336152,3674.58136592006,2013.44381394049,9921.41936165756,6525.9338978934,13025.0391290785,2009.52908185683,1037.47482842374,7965.12999215255,1237.30569705056,1005.32347218471,11115.5322714624,8335.2222170033,7188.24768673209,22462.3336434348,3852.84576623461,2153.23957034883,2840.31158398843,1236.66205034621,4157.07669259817,5600.04791541394,2665.69832053935,13199.1303205076,2412.40917214148,2435.5403096781,8387.51000091792,5775.48901094061,6767.16281572438,12532.4532979899,6668.21699841561,6360.26699089107,12290.575056785,10359.7449596663,8351.77472480048,9913.7416519063,6978.21624756827,9350.77995928763,1247.07391696383,2090.56516852555,21070.1983205516,7408.53563256894,9487.73799993662,5766.97922764712,1020.11147922076,6595.99679019982,42235.5158058754,4459.65684389263,2072.7082102245,2927.08351986728,2784.25548599874,1864.94692361969,2960.69657796203,12003.8876889807,27521.4903407112,2300.5183963911,1281.49283137351,12887.8076796305,9726.79136127534,9800.3194973184,2331.71771662222,10728.9012400638,3111.5127482856,549.600157804383,7276.71372284433,6554.59198868914,3351.00220018499,19260.0752566088,982.045725672481,7428.84776736653,5369.70800237886,16687.4716461167,8738.61670004668,3719.72032425541,8775.24587371727,4408.90210646789,13358.1862199323,225.738817537748,5836.13520048324,7728.77959310048,15453.3060157093,16764.3779147144,11117.4258789645,11027.0129944147,10268.218930563,10322.3327156049,9652.6407508171,1145.33560301852,5029.00016398807,5155.49569949432,4990.19373441133,10820.987732108,13855.4026219416,12343.6299684577,13666.8268430441,7763.45113953178,7971.98964409604,8220.37258966663,8321.39044366724,8022.61953341655,20880.9878035588,20610.0961760965,1145.33560301852,4148.28551737253,4167.53894469465,3609.5082151665,3307.8843455406,4210.98334731361,16657.4424564861,16489.1022642981,7154.12434891598,6826.12479862625,6851.12371112716,7040.89213332119,21764.8735619696,22057.8726160453,22176.8282095774,5233.61059696913,14011.9110566189,28377.101686447,25635.035370059,25837.3964576636,10074.8922444493,10376.8124472897,9353.16113721483,9387.88468716618,8727.1786924429,8544.15913508402,8504.98535073188,8021.14646002298,13822.02089242,14335.815753788,13668.1397796654,903.561797922559,2851.5842208944,5771.92296628942,3182.23606582323,903.561797922559,10313.2040938141,1223.04430105252,2031.66094421721,22488.9129412495,6735.41478938384,5152.05745889653,10587.1526859687,3185.47077502167,2176.03560005243,2012.56615524881,3125.90386905825,4029.75064316824,16615.629387366,1373.79881270316,3035.96492461731,4663.79163886981,3029.3813280601,3799.21052375424,1897.43579850883,2194.06459157825,4041.07974920387,9326.23212653411,8186.91330851662,13930.866151644
"AAD",4774.64334243246,8769.49066029828,2761.60101050856,0,15968.6055905136,3948.6743197034,11752.3814112318,7823.13407177916,8393.54620885766,2482.51667247911,5122.25227427541,3398.59829207662,8748.71837557315,23794.7782174045,14771.3961863873,97.8904018749834,14648.6836524914,3320.11627874608,11991.9921822677,7070.54123417367,7658.93535150322,10351.5464615448,14419.2523068639,871.180929106107,3634.73306050977,318.672712126128,8739.09230542022,3637.99654878757,4774.9042098584,9576.43562173224,8205.65605566164,15751.0426320013,4720.14439728427,3131.42289457474,6171.20755746317,3676.3857415201,1772.86308839757,9068.42928983898,10526.9527832694,9877.26015336028,25098.531446756,6400.8134784961,4709.71502296538,382.025404462859,3495.68291683768,5496.04780550205,4103.01965830755,1272.75407912057,15820.7614808709,4170.26395635319,1604.63731586661,10150.7901794413,7529.95094735312,9515.33444640087,10218.293471524,9421.7264965619,6784.00552885396,14856.3163261145,12022.2343883602,8463.65588303638,7414.87585517962,9194.87329991387,10990.8983470388,2514.52752716622,4491.27444201026,23597.3984784269,10157.2722226442,7010.63214969688,8467.70104014651,3010.09751185224,8268.53967050774,44759.4471297394,6768.18146457706,3787.54257547043,2810.54037175079,2884.00089890579,1625.90912565344,1109.33392984633,14472.5115635664,29675.3701982687,4577.46436757515,3430.39555434477,15518.21543882,11147.5181876179,11709.7153193441,4871.17943876426,13452.6037440866,448.698337069402,2723.31982232629,9223.90764616777,8465.65179976146,3423.33895241024,21748.4208289073,2848.72056285967,6008.81564881741,5076.27614754008,19154.2920465106,11476.6288885771,6187.81133198566,11021.1432274642,3781.33876813561,16118.2056512358,2537.68634388673,5872.10665158089,5358.05146665182,17226.0450203725,18626.2347167494,13594.472778689,13517.8338627259,12010.4310122663,12000.5297445868,11678.907635865,1811.42265190833,7279.43870472337,7406.94520662287,7222.62701120131,8601.53471648625,16216.4621838532,14708.6491828623,16054.2667955926,10512.1677089153,10702.5828463164,10947.5548668431,11047.4774712863,10770.5992267006,22943.2786352629,22650.2178280755,1811.42265190833,3013.12377376283,2922.9130452819,1964.021965038,2506.14930873901,2600.4677741825,17129.0243118472,16983.5799583064,6749.48983393899,6468.25710713044,6512.21511747251,6700.09317036745,24039.1087463702,24326.1441464663,24484.1438337071,5850.23028732582,15726.3015866813,30823.3755691117,28167.1316999901,28324.2886393883,12071.3776361992,12328.7822846428,12049.5273463092,12079.5193407789,8965.16763524934,8934.32771144339,8689.40915978503,10485.867208991,15912.6441238996,16279.6358790514,15604.7324736963,3104.7180379823,3206.05108558494,7672.39651773528,720.558172019461,3104.7180379823,11630.6554043317,3485.05756330086,1117.71431675301,24158.3868017362,8446.81625453665,7384.49222701074,13121.8051071533,1416.33537546773,3728.66188388042,3488.63182012563,1704.99249710109,5684.73130676308,17103.3991305965,2355.681439457,3254.90440439191,6245.43398549649,4544.44508589485,4860.84391293827,3774.55529755318,4278.38248454899,5895.26576505301,12020.6522693137,10684.7542818792,15923.5928622731
"AAE",12950.6369445122,10794.0880680517,15218.7354474221,15968.6055905136,0,12690.2975238341,22401.1409892582,8148.39988362496,15325.7249719139,18003.6148427513,13672.3611880361,17217.3770719485,11895.1597000133,16479.9352345365,8170.02439984513,16028.0385176939,14761.5858865157,12981.361136207,18284.119848886,10422.7952081151,19555.1736330477,7173.36983787864,22410.6223292513,15185.0103218374,15188.4299659618,16192.898765644,7283.33169799598,12331.1859506308,14941.1974355546,7655.24360411896,20693.2670444324,16110.9084025935,14392.1158003968,14181.2750471627,13098.3799542124,14147.2536401138,15295.2474291628,14322.084777332,20879.3160122769,13653.0343124104,20075.8321059368,13054.1237004548,13801.334232739,15634.3398508955,16217.8230697469,19087.9056526546,13000.4488777223,14697.5741202626,21698.7867010967,12824.2657312486,14382.2457607304,22067.3492306485,19974.5970884425,14677.2503180334,16331.9118504683,16009.5006245817,9184.60214471605,21631.1475183947,23947.6486793995,7716.4516647143,16542.2784427092,19829.8241059879,23126.5540256945,14219.6133750849,13542.213460795,17265.7791643551,14815.0520714405,16255.600689661,16631.7719644159,14206.3146212945,20761.7286979698,35621.929430114,17941.1172359611,13146.7560900873,13177.0014313759,13141.8810501492,16602.1398865694,14929.1139168457,22192.2052400517,37471.7295630985,13240.6984503705,13957.9304668034,14130.3824961065,23847.2358449281,22879.7981353294,13672.9653945702,15074.9762218299,16366.7437856089,15768.2386258703,20777.1124251087,20300.7242100138,12560.7567077939,15483.2141064919,14276.4840437428,12074.1716046502,11033.7542370751,25821.582155045,14819.5639310756,12815.9675692486,21001.8119678776,12328.4209731663,18673.9355486494,15289.2237426991,10151.0243494311,15271.0306275987,28136.7536340965,29017.07543721,21497.4028871538,21339.1743806129,6957.91879746628,6659.71394998129,8553.6143838382,14947.9449900583,18441.4067975608,18518.444700883,18463.6672675156,15169.3205255347,11221.0560465594,10864.5578520743,11428.6388347083,16550.3278238431,17076.6532499839,17253.3895765163,17320.2576814348,16675.0729048607,31889.8693082367,31749.7413033898,14947.9449900583,13230.7804805687,13372.7146039422,14278.4194943284,13492.9444394495,13890.4620508941,2124.26849809327,1914.5761804193,9745.8198315446,9911.62492988176,9855.48033663742,9706.70456881937,31516.5181354107,31814.1873347453,31665.0291217645,20401.7880853226,27021.3966550858,36129.3160579012,32809.6381979206,33458.4929575508,22852.9051525697,23231.3300588382,18327.4650700532,18414.705935896,23907.5185020269,23682.4727717079,23699.8158486529,19495.8469299475,8782.79471894276,7729.8215129688,7560.3778761728,16044.2128725309,18036.9940370955,19725.9402817274,16680.1669963373,16044.2128725309,24535.4698359925,16207.444724312,16369.1316663143,10501.1885248781,20812.4843912105,18566.750543394,20717.9201520868,17329.2356197787,17299.5272951703,17183.1872361937,17526.0318933396,18723.6433987996,2026.37229903339,16511.0460344553,18207.5096091014,19306.550945423,18026.4797178511,18912.8191950062,16923.673086034,16963.7851285677,18507.4205076214,18341.4701889658,19412.1794356234,8027.17483646488
"AAF",5260.59691326441,8256.10141242704,2538.10602959255,3948.6743197034,12690.2975238341,0,11534.5627689689,4747.50248971419,5973.2828766681,5420.25074025921,2279.81738896384,4558.49322270285,5120.4176069566,19985.8651578736,10823.2617215542,3962.71649393899,11304.9675007892,752.738988617835,9964.77652008526,6088.55785437427,7762.73338287616,8357.76358016402,13256.8110051624,3080.90283837669,2699.32357300134,4040.95811180758,5442.89024504914,1910.6737158598,3037.65432778432,7615.32650734805,8734.96589085799,12548.0464074539,2541.30838307817,1506.92349911925,6825.37925735379,1651.8285692275,2695.70093276591,10051.1808400677,10059.3948354064,6679.28796667969,21530.1178000137,3135.26690000225,2022.96337370605,3762.12739593752,3639.02497278113,6603.40101198499,4504.85689422073,2956.38016357164,14026.0972701145,489.971141667396,2524.91811669228,10482.6104690633,7974.26503050742,6673.87316414282,11765.7335631284,7092.44004556715,3880.80782248964,13285.6245906326,12472.3176550013,5912.01358773014,9562.26409826477,8734.8900994919,11498.5945536745,1599.20330736372,1595.46692416128,19862.7794379157,7283.36356995457,9119.27358825522,6631.65247185773,1519.2897942256,8806.33396846142,40988.6807619783,6290.71206903875,523.293237020611,1777.75570911349,1555.0847975992,4016.53261446242,3335.40932656243,13211.6836439721,29026.5958666192,1392.26634891914,1335.82951857138,12004.635129008,11984.0715692059,11748.7035875296,2053.80114582295,10282.3561675902,4397.15865830635,3086.87714570343,9276.33604411955,8613.37485005285,1667.92218475547,17977.4330900473,1586.64962944734,5986.64046766977,3327.06678292143,17815.0462479707,8452.72107800515,2797.74982266936,10418.6376658281,2865.34033877472,13417.2994776498,2599.05634305112,3537.99268366336,7313.24530196038,17413.1355198105,18639.0126197127,12332.0444655389,12217.4249247573,8092.35324315058,8101.0022552205,7732.99170538037,2394.19543490642,6875.19106384081,6990.22242746555,6859.39568940168,9986.96159134573,12365.0679728007,10868.3364910069,12221.7477619828,8176.48782164517,8522.10293209057,8780.02694493509,8882.97799932141,8429.72070009442,22529.6307388787,22284.0405791671,2394.19543490642,3166.44805265929,3277.9504865878,3367.29988958293,2501.73500708122,3642.81834844723,14119.8482806554,13951.1693717408,4993.74076927056,4662.68909244028,4674.89028310725,4852.1366294353,23150.5558460428,23449.5322988061,23512.5256030119,7766.04106993212,16031.6339071948,29448.8290669452,26549.1952271615,26845.1199350263,11941.3056328217,12275.1254517578,10024.5282129563,10078.6175312585,11263.8669698917,11074.022292225,11042.9022269755,9370.80818394483,11968.137562201,12334.0814085045,11659.3440561481,3400.79921328268,5348.97180012334,7877.36695867592,4630.73250555831,3400.79921328268,12607.566877457,3626.9590417887,3901.73887152274,20287.6110159161,8918.30386695169,7008.13862431874,11699.3707814521,5029.49013628697,4681.13856233371,4537.48416454489,5122.12255885854,6375.62639884124,14077.7625291568,3825.72719113441,5522.6420412517,7004.25504768231,5487.40073334136,6311.67315237914,4348.439726674,4512.09738641944,6288.14133655085,10007.2683669513,9466.22537722068,11975.1541169229
"AAG",16084.5975370036,19673.268791858,9705.31267530091,11752.3814112318,22401.1409892582,11534.5627689689,0,15783.5770544284,7081.22055771826,9845.04941075761,9502.04856732223,8354.30741397304,10529.7886182793,21254.1909365827,16559.8067688926,11660.6862187701,11337.2286802967,11856.1575152151,5452.95303435931,17564.6992239348,4094.31757169967,19775.7900005463,3799.84138874632,11657.2155353447,9052.21866137365,11470.6514745218,16096.9295178192,13222.4440194734,8498.9476905111,19066.8547270865,3743.72577253845,11315.9693922615,9019.53934875324,10353.0472066203,17646.853997685,9948.04095647297,10505.1431267807,20738.074071174,1538.51038516159,9066.34916366215,20482.646995597,9602.5509555362,9601.8130148314,12027.6465675735,8523.16622150596,6410.27240302332,15300.0985621745,12240.0902931752,6376.40332471471,11114.6812266571,12097.4291503192,2036.41051672539,4285.10848231584,7933.17285206837,21970.581329329,6535.58110539905,15173.2776532587,5128.86778294472,2111.411486831,17203.9788072681,19122.8611328109,2801.15209725821,2142.3460529274,10897.5652341689,10009.8723426915,20396.5363794042,8016.65114237323,18734.1682431171,5769.51358150713,10432.2389246399,3699.07912834661,40319.5727149926,5281.31178118663,11029.8196010965,12585.1665018708,12412.7583525977,10129.8672645127,12445.2084696843,4074.13429561133,17923.4075373773,10286.9273345527,10344.7126545562,12732.2657613911,3109.09010340159,765.180419682482,9639.37402875298,9951.63969001471,11846.1655783909,9379.56509911406,2539.22964553433,3298.38908530311,12906.0799327786,19161.9059795613,10500.5690527747,17131.5697471232,14832.710361355,8104.18581082397,8696.95234840443,9923.24194779973,1441.29235780173,14058.3625715658,9491.12377159525,9838.54938617963,15054.8644434063,17110.3715460103,5913.77153079318,7105.06265805366,3568.01950391943,3636.99457504912,15744.9205161662,15980.4198716247,14327.8426178401,10783.735381027,4697.46844807485,4575.01153274239,4727.51007123496,20340.1784530244,15692.9151127751,14549.1801403275,15377.8682660159,6373.15406702205,5901.90340794876,5847.57455855963,5834.83521848453,6374.51809281554,11204.4104208289,10921.8870891434,10783.735381027,13853.2978961344,13868.8622970198,13227.3553150555,13013.149028706,13867.3479884116,24266.0537928955,24067.0612924078,16528.0504500656,16197.17223248,16208.8477813132,16384.6026267391,12366.2151744716,12644.9915400292,12851.2607133209,6981.75757068493,4644.34657275672,19416.1440782659,17091.9956301628,17070.6216158105,452.334030306463,832.80487800089,5453.17303580171,5381.25257850293,7358.6103850303,6862.78477408678,7496.79744385871,3029.86844443378,17134.6755617964,18190.8130961416,17681.0703296269,8923.73734076817,8785.16398231449,4083.70069331785,11679.3348100021,8923.73734076817,3642.83295527998,8536.53987502494,10635.6656028794,26413.3176573934,3492.80169733807,4568.91734695906,3828.49237617606,11030.8065259257,8027.2348790395,8267.50053687166,10685.3649810152,6088.84440960429,24197.1599432959,9422.56211649937,8834.19786877371,5589.8481639316,7218.25998655598,7126.33370706013,8040.77422734237,7591.25680549686,5857.67204072053,5412.96236499049,3213.571239358,17658.0698467736
"AAH",5576.10573333247,5858.27503865436,7269.58362509613,7823.13407177916,8148.39988362496,4747.50248971419,15783.5770544284,0,9212.76351622566,9886.71321167194,6322.14167755083,9294.83911790852,6534.1810760559,18792.7332247417,8833.01556447609,7881.23999791849,12195.7099556711,4905.80803519964,13030.897277238,4010.57204439972,12299.9000171794,4153.99642214299,16851.8619608081,7036.89460637607,7415.08894950125,8044.67894466868,1023.66787211944,4185.18908192343,7477.64320789374,3574.38621252951,13345.4717010044,13630.7791841959,6917.12514954777,6250.68413615743,6422.79991766575,6349.49332608448,7211.33987677958,9010.87036734719,14255.6004928925,8649.35121224917,21188.8422056241,6255.23758778928,6303.86898096266,7493.83476311648,8384.31236492166,11343.4737499886,5334.00279331344,6554.04457877284,17023.3643041593,4998.18775320805,6233.92102544121,14984.8373813801,12590.1169554351,9240.18388637556,11100.2484863892,10216.3693887068,1048.25796333332,16539.319108423,16960.7239272682,1552.6309608114,10031.3200084022,13010.6160504467,16028.285738238,6168.0848730351,5946.78648366207,19003.4011782557,9676.58154168213,9639.28194970164,10287.2710689571,6251.06251933183,13416.6649800722,39624.1107046895,10736.6141971913,5251.60628129753,5028.74693987746,4998.08158905598,8496.5250236299,6797.94110626014,16732.4323494905,32628.9012233289,5643.37939134721,6077.88547659987,12375.6427339474,16594.1721929427,16103.2319020741,6226.92644384623,11676.7986065022,8226.42233320046,7813.34026667358,13728.5821406784,13125.1769128955,4412.56194971382,17038.4577306177,6293.9004424828,5227.73986892826,3062.90391820783,21076.6624188262,10389.8122821092,5903.69785217677,14525.9517062659,4279.86012664895,15329.2628992731,7304.51715224472,2135.26256301242,8169.4283160261,21696.2218343864,22814.7014709284,15899.6392403434,15761.9755220622,5667.78823431516,5487.00060817043,6313.69511194455,6853.98163498296,11300.8686454385,11402.7015668196,11300.9513783779,9445.18747744101,11353.407330887,10076.1896959139,11335.7526639876,11124.448675601,11592.6458358665,11831.6792383189,11925.2147289095,11336.2755708056,26388.2479181965,26177.5513183882,6853.98163498296,5198.66964253572,5350.52371539069,6198.20049904347,5365.62054898751,5890.93242337418,9421.4732361576,9261.03004637062,2585.83443701354,2511.9832232469,2459.69235750823,2432.99778038615,26654.5659671252,26957.4260505817,26942.8377017843,12503.0636521079,20391.9891989631,32419.288289247,29321.2989092298,29753.9486771152,16215.7049704747,16572.540425704,13086.9827246592,13160.3627686665,15991.2366629129,15813.7406489882,15762.9954445358,13242.6135044929,10034.5489650539,9922.954155763,9290.64786514123,8146.04182941511,10005.1718774748,12437.5762210961,8537.03381652487,8146.04182941511,17241.0918886387,8372.41712109765,8237.7206085925,16900.7892818562,13509.1679441865,11434.1392040331,15178.1798566495,9181.01890769656,9427.604660164,9279.06547670133,9381.55967092738,11084.902221667,9385.38743885018,8482.41008714428,10164.4532997241,11705.5877354398,10232.1586624371,11058.0295585877,9094.77819797734,9235.38325640568,10957.8617147938,13083.3129096433,13261.1165194767,9739.26990200702
