"","n.patches_500_agriculture","n.patches_500_bare_earth","n.patches_500_grass","n.patches_500_tree_canopy","n.patches_500_urban","n.patches_500_water","total.area_500_agriculture","total.area_500_bare_earth","total.area_500_grass","total.area_500_tree_canopy","total.area_500_urban","total.area_500_water","prop.landscape_500_agriculture","prop.landscape_500_bare_earth","prop.landscape_500_grass","prop.landscape_500_tree_canopy","prop.landscape_500_urban","prop.landscape_500_water","patch.density_500_agriculture","patch.density_500_bare_earth","patch.density_500_grass","patch.density_500_tree_canopy","patch.density_500_urban","patch.density_500_water","total.edge_500_agriculture","total.edge_500_bare_earth","total.edge_500_grass","total.edge_500_tree_canopy","total.edge_500_urban","total.edge_500_water","edge.density_500_agriculture","edge.density_500_bare_earth","edge.density_500_grass","edge.density_500_tree_canopy","edge.density_500_urban","edge.density_500_water","landscape.shape.index_500_agriculture","landscape.shape.index_500_bare_earth","landscape.shape.index_500_grass","landscape.shape.index_500_tree_canopy","landscape.shape.index_500_urban","landscape.shape.index_500_water","largest.patch.index_500_agriculture","largest.patch.index_500_bare_earth","largest.patch.index_500_grass","largest.patch.index_500_tree_canopy","largest.patch.index_500_urban","largest.patch.index_500_water","mean.patch.area_500_agriculture","mean.patch.area_500_bare_earth","mean.patch.area_500_grass","mean.patch.area_500_tree_canopy","mean.patch.area_500_urban","mean.patch.area_500_water","sd.patch.area_500_agriculture","sd.patch.area_500_bare_earth","sd.patch.area_500_grass","sd.patch.area_500_tree_canopy","sd.patch.area_500_urban","sd.patch.area_500_water","min.patch.area_500_agriculture","min.patch.area_500_bare_earth","min.patch.area_500_grass","min.patch.area_500_tree_canopy","min.patch.area_500_urban","min.patch.area_500_water","max.patch.area_500_agriculture","max.patch.area_500_bare_earth","max.patch.area_500_grass","max.patch.area_500_tree_canopy","max.patch.area_500_urban","max.patch.area_500_water","mean.perim.area.ratio_500_agriculture","mean.perim.area.ratio_500_bare_earth","mean.perim.area.ratio_500_grass","mean.perim.area.ratio_500_tree_canopy","mean.perim.area.ratio_500_urban","mean.perim.area.ratio_500_water","sd.perim.area.ratio_500_agriculture","sd.perim.area.ratio_500_bare_earth","sd.perim.area.ratio_500_grass","sd.perim.area.ratio_500_tree_canopy","sd.perim.area.ratio_500_urban","sd.perim.area.ratio_500_water","min.perim.area.ratio_500_agriculture","min.perim.area.ratio_500_bare_earth","min.perim.area.ratio_500_grass","min.perim.area.ratio_500_tree_canopy","min.perim.area.ratio_500_urban","min.perim.area.ratio_500_water","max.perim.area.ratio_500_agriculture","max.perim.area.ratio_500_bare_earth","max.perim.area.ratio_500_grass","max.perim.area.ratio_500_tree_canopy","max.perim.area.ratio_500_urban","max.perim.area.ratio_500_water","mean.shape.index_500_agriculture","mean.shape.index_500_bare_earth","mean.shape.index_500_grass","mean.shape.index_500_tree_canopy","mean.shape.index_500_urban","mean.shape.index_500_water","sd.shape.index_500_agriculture","sd.shape.index_500_bare_earth","sd.shape.index_500_grass","sd.shape.index_500_tree_canopy","sd.shape.index_500_urban","sd.shape.index_500_water","min.shape.index_500_agriculture","min.shape.index_500_bare_earth","min.shape.index_500_grass","min.shape.index_500_tree_canopy","min.shape.index_500_urban","min.shape.index_500_water","max.shape.index_500_agriculture","max.shape.index_500_bare_earth","max.shape.index_500_grass","max.shape.index_500_tree_canopy","max.shape.index_500_urban","max.shape.index_500_water","prop.like.adjacencies_500_agriculture","prop.like.adjacencies_500_bare_earth","prop.like.adjacencies_500_grass","prop.like.adjacencies_500_tree_canopy","prop.like.adjacencies_500_urban","prop.like.adjacencies_500_water","aggregation.index_500_agriculture","aggregation.index_500_bare_earth","aggregation.index_500_grass","aggregation.index_500_tree_canopy","aggregation.index_500_urban","aggregation.index_500_water","lanscape.division.index_500_agriculture","lanscape.division.index_500_bare_earth","lanscape.division.index_500_grass","lanscape.division.index_500_tree_canopy","lanscape.division.index_500_urban","lanscape.division.index_500_water","patch.cohesion.index_500_agriculture","patch.cohesion.index_500_bare_earth","patch.cohesion.index_500_grass","patch.cohesion.index_500_tree_canopy","patch.cohesion.index_500_urban","patch.cohesion.index_500_water","edge.density_500_total"
"ABD",0,1,2678,385,562,4,0,462.239999999989,217281.239999995,307372.679999993,260020.799999994,51.4799999999988,0,0.000588699446466634,0.27672496044389,0.391463582933035,0.331157193297446,6.55638791625613e-05,0,1.27357962631241e-06,0.00341064623926463,0.000490328156130277,0.000715751749987574,5.09431850524964e-06,0,112.799999999999,112748.399999999,66838.7999999992,90838.7999999989,67.1999999999992,0,0.000143659781848038,0.14359406513932,0.0851245339271688,0.115690444958666,8.55845508881929e-05,NA,1.30555555555556,60.46138996139,30.1238507301244,44.5288235294118,2.33333333333333,NA,0.000588699446466634,0.0464444433236944,0.0673047606253602,0.126191669352646,4.7224332543663e-05,NA,462.239999999989,81.1356385362192,798.370597402579,462.670462633441,12.8699999999997,NA,NA,1028.10092479544,3125.64681181943,4207.17088203619,16.5244182953588,NA,462.239999999989,0.359999999999992,0.359999999999992,0.359999999999992,0.719999999999983,NA,462.239999999989,36467.6399999991,52846.9199999988,99084.2399999977,37.0799999999991,NA,0.24402907580478,4.04842841381197,0.569803300775923,1.41832427786107,2.50508256576221,NA,NA,2.24717645171272,0.891527295300569,1.90968085459663,1.73825244474823,NA,0.24402907580478,0.107480694520013,0.0884895467891043,0.215886280775063,1.0032362459547,NA,0.24402907580478,6.66666666666674,6.66666666666674,6.66666666666674,5.00000000000006,NA,1.30555555555556,1.43809493194912,1.61284173745881,1.62960724421706,1.22294372294372,NA,NA,0.740964613112997,0.610695238612905,1.13327765791978,0.202262275086124,NA,1.30555555555556,1,1,1,1,NA,1.30555555555556,17.2778649921507,6.14285714285714,24.0380952380952,1.47619047619048,NA,0.929376408715252,0.855570201564091,0.936825032254406,0.900413021728534,0.672514619883041,NA,99.1185897435898,92.3352887113417,96.8430808950994,94.8713665913533,87.7862595419847,NA,0.999999653432962,0.995381834432808,0.993516927150512,0.983698581704206,0.999999997596648,NA,9.71434499997842,9.92822923019851,9.92415182734401,9.95040228871748,8.85912432822995,0.344638288357891
"ABE",0,8,3695,440,658,0,0,2801.16000000006,159680.880000004,244565.640000006,378147.240000009,0,0,0.00356747086443198,0.203364637152772,0.311471245891402,0.481596646091393,0,0,1.01885529264502e-05,0.00470583788290418,0.00056037041095476,0.000838008478200527,0,0,586.800000000007,112272.000000001,59623.2000000007,99393.6000000012,0,0,0.000747330357155129,0.142986151769803,0.0759342661055414,0.126584619268804,0,NA,2.76271186440678,70.1875468867217,30.1309884778654,40.4039024390244,NA,NA,0.000850489455535449,0.05102478248331,0.0177901303793458,0.376705850312939,NA,NA,350.145000000008,43.2153937753731,555.831000000013,574.691854103357,NA,NA,300.37501203853,690.488658207881,1434.03451330674,11542.9530618425,NA,NA,1.44000000000003,0.360000000000008,1.08000000000003,0.360000000000008,NA,NA,667.800000000016,40064.4000000009,13968.7200000003,295787.520000007,NA,NA,1.12319113223347,3.94902324623373,0.517483855081069,3.30600280757329,NA,NA,1.4177846926843,2.0871434377513,0.491252535078928,2.14391800486781,NA,NA,0.172506738544472,0.147033276424954,0.100636047249223,0.135808553748424,NA,NA,3.33333333333329,6.66666666666659,6.66666666666659,6.66666666666659,NA,NA,1.18596617484118,1.42644917796051,1.47084000952558,1.40547112061756,NA,NA,0.253105428503905,0.694131449843205,0.554477490985371,1.30589787414249,NA,NA,1,1,1.05,1,NA,NA,1.78947368421053,8.18620689655172,5.46373056994819,29.5686707115279,NA,NA,0.939069216871223,0.809192842488243,0.929442538398619,0.924137886818651,NA,NA,97.9720506987325,89.5880819568675,96.4601867729168,96.1511705915089,NA,NA,0.999997384741335,0.997132170453763,0.998315217243419,0.857661925974021,NA,NA,9.74166081497854,9.91446898595704,9.88540882108716,9.97957226859203,NA,0.346252367501304
"ABF",0,5,2736,690,864,1,0,981.000000000023,159982.200000004,318189.600000007,306037.080000007,1.08000000000003,0,0.00124937760363415,0.203749416575046,0.4052384912837,0.389761339076038,1.37546158198255e-06,0,6.36787769436353e-06,0.00348450267435572,0.000878767121822167,0.00110036926558602,1.27357553887271e-06,0,277.200000000003,110713.200000001,87574.800000001,100725.600000001,6.00000000000007,0,0.000353035139375518,0.141001623350323,0.111533123101671,0.128281660298278,7.64145323323632e-06,NA,2.2,69.1611694152923,38.7979797979798,45.4948509485095,1.25,NA,0.000652427277053725,0.00899597723335989,0.0451353133255635,0.192793865074555,1.37546158198255e-06,NA,196.200000000005,58.4730263157908,461.144347826098,354.209583333342,1.08000000000003,NA,264.436725134773,246.971739726192,1968.93907776584,5205.71154516457,NA,NA,0.720000000000017,0.360000000000008,0.360000000000008,0.360000000000008,1.08000000000003,NA,512.280000000012,7063.56000000016,35439.8400000008,151380.000000004,1.08000000000003,NA,2.34161486445042,3.09451493041673,2.01075426453941,2.66240574357413,5.55555555555549,NA,2.26632074894789,2.0089278425656,2.10656737445131,2.13555552335587,NA,NA,0.251572327044022,0.223400098533881,0.16404497474643,0.0911680911680901,5.55555555555549,NA,4.99999999999994,6.66666666666659,6.66666666666659,6.66666666666659,5.55555555555549,NA,1.37836257309942,1.54438153229787,1.57301086767981,1.41741864300501,1.25,NA,0.389808963040401,0.640685975296146,0.784963923613175,1.11621776056301,NA,NA,1,1,1,1,1.25,NA,2,7.63855421686747,9.27388535031847,28.6661526599846,1.25,NA,0.918676289385672,0.811913957582226,0.920705123434087,0.905906698114054,0.0909090909090909,NA,97.6426566884939,89.7541962643782,95.9736986214485,95.1663397828848,50,NA,0.999999234127657,0.999714243342808,0.995429556169742,0.961890892279989,0.999999999998108,NA,9.71967922902332,9.77538186808556,9.91692946584703,9.96585277024071,4.2236354756678,0.381177083342881
"ABG",0,0,3502,375,678,5,0,0,109562.759999997,246782.159999994,428809.31999999,27.7199999999994,0,0,0.139538050517615,0.314299324961567,0.546127320602221,3.53039185974166e-05,0,0,0.00446011265974588,0.000477596301371989,0.000863494112880556,6.36795068495985e-06,0,0,102338.399999999,53005.1999999994,88391.999999999,71.9999999999992,0,0,0.130337176875537,0.067506899929286,0.112575179388993,9.16984898634208e-05,NA,NA,77.2481884057971,26.673309178744,33.7425561154375,3.33333333333333,NA,NA,0.00373212853744118,0.0801531914971658,0.472423283897149,2.56755771617575e-05,NA,NA,31.285768132495,658.085759999985,632.462123893791,5.54399999999987,NA,NA,136.474746792813,3507.80331814326,14246.4127144593,8.47186402157144,NA,NA,0.359999999999992,0.359999999999992,0.359999999999992,0.359999999999992,NA,NA,2930.39999999993,62934.8399999985,370938.239999991,20.1599999999995,NA,NA,3.94284373823694,0.67956911890347,2.99566624661149,4.27976190476195,NA,NA,2.10936699802769,0.904099288768117,2.2405477015676,1.87551958031507,NA,NA,0.189304719532411,0.108541228618516,0.159681568554379,2.29166666666669,NA,NA,6.66666666666674,6.66666666666674,6.66666666666674,6.66666666666674,NA,NA,1.42753008797015,1.47346961733501,1.37111517871299,1.42166666666667,NA,NA,0.692851010381893,0.586802026985965,1.03198083770859,0.751008581102033,NA,NA,1,1,1,1,NA,NA,6.35964912280702,7.46714456391876,24.3032988675529,2.73333333333333,NA,NA,0.754217798041397,0.937575564432303,0.940014674661453,0.439252336448598,NA,NA,86.145317967405,96.8952558721034,96.9968795310768,69.1176470588235,NA,NA,0.999888671636832,0.992272063394731,0.776686260786343,0.999999999285058,NA,NA,9.71966099509974,9.9366296522874,9.98201446479433,8.47357666194302,0.310510954683679
"ABH",0,6,2337,534,556,1,0,2867.04000000007,147642.480000003,94919.4000000022,539768.880000013,0.360000000000008,0,0.00365135853094714,0.188032126820063,0.120885917511574,0.687430138654426,4.58482989822595e-07,0,7.64138316370973e-06,0.00297631874226494,0.000680083101570166,0.000708101506503768,1.27356386061829e-06,0,636.000000000007,99918.0000000012,35023.2000000004,89287.200000001,2.40000000000003,0,0.000809986615353241,0.12725195382526,0.044604281803207,0.113712951135799,3.05655326548393e-06,NA,2.9608938547486,65,28.4186952288218,30.3821968150265,1,NA,0.00186235790465938,0.0157094611632814,0.00281095921060233,0.674852574794623,4.58482989822595e-07,NA,477.840000000011,63.1760718870361,177.751685393263,970.807338129519,0.360000000000008,NA,499.737973582168,402.218611697297,280.189683774391,22471.9121995973,NA,NA,93.2400000000022,0.360000000000008,0.360000000000008,0.360000000000008,0.360000000000008,NA,1462.32000000003,12335.0400000003,2207.16000000005,529893.000000012,0.360000000000008,NA,0.314588140357934,3.49145792636717,0.940072798682797,3.43906601853027,6.66666666666659,NA,0.114764198865134,2.04606321513753,1.22921179399151,1.82976827960317,NA,NA,0.123092072870506,0.227060471632031,0.16639196295424,0.152405863070467,6.66666666666659,NA,0.463320463320458,6.66666666666659,6.66666666666659,6.66666666666659,6.66666666666659,NA,1.32579745203668,1.50540619825347,1.3336783821641,1.2495458382078,1,NA,0.175479401188948,0.775337475369599,0.320333199992567,1.16987833999858,NA,NA,1.09090909090909,1,1,1,1,NA,1.58108108108108,7.23717948717949,3.66929133858268,27.7292954264524,1,NA,0.935593632276097,0.815683657240003,0.895111730839724,0.951576279757198,0,NA,97.7712870658454,89.9891935454329,94.6496599867377,97.598444998393,0,NA,0.999995752598444,0.999371902018196,0.999904764839382,0.544565705652818,0.99999999999979,NA,9.78332832935924,9.85054018636938,9.72748527432996,9.98485898499516,NA,0.286382229932885
"ABI",0,11,1038,370,674,3,0,2874.59999999973,291497.399999973,141507.719999987,349257.599999967,62.6399999999942,0,0.00366097828125208,0.371239703068757,0.180218705054442,0.444800837738199,7.97758573497635e-05,0,1.40091703519713e-05,0.00132195625684965,0.00047121754820267,0.000858380074293512,3.82068282326489e-06,0,886.799999999959,106660.799999995,38965.1999999982,86860.799999996,82.7999999999961,0,0.00112939384255705,0.135839028825224,0.0496245567816914,0.110622522191677,0.000105450845922106,NA,4.12849162011173,49.38,25.8939393939394,36.7431472081218,2.55555555555556,NA,0.00179862464588001,0.115120688493158,0.00678003091085231,0.315912395105063,4.90575674507166e-05,NA,261.327272727248,280.826011560668,382.453297297262,518.18635014832,20.8799999999981,NA,453.839092831126,3306.98978680649,641.121844161974,9558.65481566366,15.3623435712119,NA,4.3199999999996,0.359999999999967,0.359999999999967,0.359999999999967,10.439999999999,NA,1412.27999999987,90392.7599999916,5323.6799999995,248054.399999977,38.5199999999964,NA,1.15341568832984,3.4870945990882,0.764402638583681,1.46016423728455,1.52093898943305,NA,0.799071056798198,2.3306016219541,1.16962119600785,1.73924284127768,0.499768002983941,NA,0.146996346333595,0.171581371165424,0.135440943020238,0.161983822903371,1.09034267912778,NA,2.44444444444456,6.66666666666698,6.66666666666698,6.66666666666698,2.06896551724148,NA,1.51788630990759,1.54155013923051,1.42102514933453,1.50981700625119,1.51126651126651,NA,0.62998055674098,1.12126315785518,0.428906088879442,0.887339937982111,0.243389834804505,NA,1.0952380952381,1,1,1,1.23076923076923,NA,3.28333333333333,19.5832502492522,4.01229508196721,20.158940397351,1.66666666666667,NA,0.911544676521635,0.895939505266596,0.92066941517789,0.92807288105951,0.669064748201439,NA,96.4536761446394,94.6165686838152,96.0228054529239,96.3673227229345,86.9158878504673,NA,0.999995440822553,0.981472898488769,0.999666212785312,0.899971344372566,0.999999997113035,NA,9.79437941543096,9.95712538410588,9.81885988771698,9.9768830664827,8.84908896872526,0.297320952487072
"ABJ",0,7,2894,506,610,0,0,2066.39999999995,133053.479999997,157156.199999996,492906.599999988,0,0,0.00263174424581041,0.169455444432371,0.200152402750402,0.627760408571417,0,0,8.91512278391083e-06,0.00368576647666256,0.00064443601837984,0.000776889271169372,0,0,590.399999999993,103579.199999999,44463.5999999995,93590.3999999989,0,0,0.000751926927374413,0.131917326551321,0.0566283504878133,0.119195701056474,0,NA,3.23684210526316,70.9835526315789,28.0279878971256,33.315677061085,NA,NA,0.000680860662896945,0.00857380094018375,0.0280766763729429,0.565422456847877,NA,NA,295.199999999993,45.9756323427771,310.585375494064,808.043606557358,NA,NA,221.856991776229,256.779621430287,1181.71561289554,17991.487268216,NA,NA,1.43999999999997,0.359999999999992,0.359999999999992,0.359999999999992,NA,NA,534.599999999988,6731.99999999984,22045.3199999995,443959.91999999,NA,NA,0.764552469542253,3.70701218930378,0.883474318077654,3.13119470385221,NA,NA,1.13757220316076,2.10560355849093,1.17342256300828,2.09799822383567,NA,NA,0.202020202020204,0.246345811051696,0.1111961234379,0.162082198771459,NA,NA,3.33333333333337,6.66666666666674,6.66666666666674,6.66666666666674,NA,NA,1.28877862298915,1.45574085207829,1.37759038734054,1.29603035519699,NA,NA,0.211384198789075,0.736054874686879,0.438588924053922,1.15086803423856,NA,NA,1,1,1,1,NA,NA,1.58108108108108,8.49664429530201,6.06060606060606,26.9869486948695,NA,NA,0.917808219178082,0.790876339487972,0.918577630108675,0.944615074340585,NA,NA,96.9985875706215,88.468365922734,95.9013177817952,97.2350073774803,NA,NA,0.999998531537647,0.999680672131621,0.998776960114782,0.679604367831965,NA,NA,9.70232603173968,9.80912094099412,9.88060707605321,9.98339475174984,NA,0.308493305022983
"ABK",0,3,3267,503,681,0,0,1327.67999999988,149262.119999986,216735.11999998,417864.959999961,0,0,0.0016909030972228,0.190096846383196,0.276028926913831,0.53218332360575,0,0,3.82073187188847e-06,0.00416077700848654,0.000640609377186633,0.000867306134918682,0,0,289.199999999987,112713.599999995,54751.1999999975,96245.9999999955,0,0,0.000368318552450031,0.143549481305089,0.06972988495471,0.12257671991392,0,NA,1.97540983606557,72.9254658385093,29.3981958762887,37.2180974477958,NA,NA,0.000880755111107647,0.0181272331222608,0.0387376363026992,0.437877879933959,NA,NA,442.559999999959,45.6878236914558,430.884930417455,613.604933920648,NA,NA,225.957960691786,357.925483690475,1840.83062273976,13185.3429279475,NA,NA,250.559999999977,0.359999999999967,1.0799999999999,0.359999999999967,NA,NA,691.559999999936,14233.3199999987,30416.3999999972,343817.279999968,NA,NA,0.23592302346634,3.88095473936793,0.592253830780364,3.28709502557603,NA,NA,0.0550169022888797,2.09672631918894,0.458233921711809,2.21926623276138,NA,NA,0.182196772514324,0.233501760832961,0.118475559237785,0.140826619506131,NA,NA,0.292145593869745,6.66666666666698,5.00000000000023,6.66666666666698,NA,NA,1.16016295025729,1.44106773751283,1.41357404846412,1.35804857469569,NA,NA,0.0295097709018073,0.750410212749878,0.488812286980234,1.16455085105941,NA,NA,1.13636363636364,1,1,1,NA,NA,1.19318181818182,9.06666666666667,5.91913214990138,28.5759590792839,NA,NA,0.936720493632664,0.796508088504509,0.92698145969865,0.933209170092398,NA,NA,98.3595257788806,88.8108644766688,96.3349000276084,96.6347851544226,NA,NA,0.999998881320088,0.999310279180815,0.997089332477622,0.807831016923385,NA,NA,9.72572935200873,9.85272841020094,9.90790118639387,9.98108194186471,NA,0.336224404726169
"ABL",0,2,1775,471,659,0,0,5.75999999999987,282936.239999993,159924.239999996,342331.559999992,0,0,7.33573120046949e-06,0.360337535331862,0.203673825881835,0.435981303055103,0,0,2.54712888905196e-06,0.00226057688903362,0.000599848853371738,0.000839278968942622,0,0,20.3999999999998,123713.999999999,45586.7999999995,106892.399999999,0,0,2.59807146683297e-05,0.157557751690086,0.0580577276197164,0.136134360030048,0,NA,2.125,58.1144306651635,28.4775112443778,45.6570989236289,NA,NA,6.4187648004108e-06,0.0491420633119451,0.0104873447174712,0.279354272261079,NA,NA,2.87999999999993,159.400698591546,339.541910828018,519.471259484055,NA,NA,3.05470129472581,1302.48979116695,687.376030664795,8632.40161373853,NA,NA,0.719999999999983,0.359999999999992,0.359999999999992,0.359999999999992,NA,NA,5.03999999999988,38586.2399999991,8234.63999999981,219348.359999995,NA,NA,4.88095238095244,3.54153177921357,0.694162101397072,1.6901769542724,NA,NA,2.52538136138056,2.32664076823608,0.908129505275704,1.89421199305369,NA,NA,3.09523809523813,0.120198288301738,0.126956376956378,0.140432497630742,NA,NA,6.66666666666674,6.66666666666674,6.66666666666674,6.66666666666674,NA,NA,1.47916666666667,1.54667907793779,1.39136634857459,1.46301861445091,NA,NA,0.206239477846076,0.908419370743125,0.413061388603648,1.32652582592209,NA,NA,1.33333333333333,1,1,1,NA,NA,1.625,11.3182897862233,3.90759075907591,30.8181818181818,NA,NA,0.306122448979592,0.876898773286335,0.917990797198359,0.910516701081259,NA,NA,65.2173913043478,93.5468194897885,95.8681552054143,95.4141579701151,NA,NA,0.999999999957959,0.995045452009708,0.999551738264189,0.920181556574373,NA,NA,7.32242610507556,9.92452754694395,9.82730927045016,9.97495778935038,NA,0.351775820054519
"ABM",0,1,1282,289,548,2,0,1612.08000000004,179513.280000004,363975.840000008,238537.800000006,1552.68000000004,0,0.00205310377206238,0.228623512668906,0.463550301500902,0.303795628603706,0.00197745345442275,0,1.27357437103763e-06,0.00163272234367024,0.000368062993229874,0.000697918755328619,2.54714874207525e-06,0,198.000000000002,83066.400000001,37954.8000000004,60951.6000000007,474.000000000006,0,0.000252167725465453,0.105791238134361,0.0483382605378594,0.0776263956337379,0.000603674251871842,NA,1.23134328358209,48.9893842887473,15.7201789264414,31.1804788213628,2.99242424242424,NA,0.00205310377206238,0.0423939795184788,0.366038876010505,0.230260310450564,0.00141168077583298,NA,1612.08000000004,140.025959438381,1259.43197231837,435.28795620439,776.340000000018,NA,NA,1139.99311497221,16905.9228901305,7867.60307244142,469.660324064116,NA,1612.08000000004,0.360000000000008,0.360000000000008,0.360000000000008,444.24000000001,NA,1612.08000000004,33287.4000000008,287410.680000007,180798.480000004,1108.44000000003,NA,0.122822688700311,3.39177196309462,0.769154206253208,3.06467199261179,0.30445784859671,NA,NA,2.1653047655116,0.96450791219144,2.1332672752048,0.00271342409728574,NA,0.122822688700311,0.0869146142852385,0.0526828021839683,0.12532674109947,0.302539168017284,NA,0.122822688700311,6.66666666666659,6.66666666666659,6.66666666666659,0.306376529176136,NA,1.23134328358209,1.59043519992293,1.3603355063642,1.32597724637578,2.06350716914097,NA,NA,0.990818781887555,0.491699654416756,1.08617313037016,0.687367726261914,NA,1.23134328358209,1,1,1,1.57746478873239,NA,1.23134328358209,9.27814569536424,7.05704697986577,24.9132581100141,2.54954954954955,NA,0.963819756605635,0.870190657822934,0.969198287787461,0.926173126076033,0.912426560248309,NA,99.6486057583314,93.1910676254138,98.5338670426261,96.2855314483964,96.9036967271015,NA,0.999995784764901,0.997258989757622,0.865744912396603,0.944912810702856,0.999997687058663,NA,9.84389308472764,9.91749710804127,9.97943507417517,9.9762783342247,9.79199943501276,0.232611736283296
"ABN",0,0,3244,542,852,0,0,0,92485.0800000022,316449.000000007,376250.400000009,0,0,0,0.117787707673488,0.403025031773425,0.479187260553087,0,0,0,0.00413151314452869,0.000690283638820761,0.00108509531416105,0,0,0,91052.4000000011,79388.4000000009,101539.200000001,0,0,0,0.115963066412111,0.10110795873092,0.129318908595848,0,NA,NA,74.8293885601578,35.2649253731343,41.3770171149144,NA,NA,NA,0.00410945463415171,0.0567900679850422,0.321188060161352,NA,NA,NA,28.5095807644889,583.854243542449,441.608450704236,NA,NA,NA,108.020007732935,2579.09423367485,8671.45496146636,NA,NA,NA,0.360000000000008,0.360000000000008,0.360000000000008,NA,NA,NA,3226.68000000007,44590.680000001,252191.880000006,NA,NA,NA,3.34895795426948,1.38715624041872,3.13688626676279,NA,NA,NA,1.97282113525877,1.75114824829026,2.03044918756669,NA,NA,NA,0.229159747592159,0.127999286415127,0.212538167366845,NA,NA,NA,6.66666666666659,6.66666666666659,6.66666666666659,NA,NA,NA,1.48967279222583,1.6121914540663,1.37177991906275,NA,NA,NA,0.574021616616446,0.759455327198129,1.10448703294422,NA,NA,NA,1,1,1,NA,NA,NA,6.03157894736842,9.28409090909091,26.6827956989247,NA,NA,NA,0.742651560245081,0.927467661290632,0.92218846326445,NA,NA,NA,85.4009032902229,96.3397134908044,96.0458952177317,NA,NA,NA,0.999934345310083,0.993863334267713,0.895937007938309,NA,NA,NA,9.6535354668916,9.92671850941906,9.97652539198195,NA,0.346389933738879
"ABP",0,4,3220,399,908,3,0,992.519999999977,151097.039999996,303434.639999993,329474.879999992,191.879999999996,0,0.00126404919384197,0.192433494140075,0.386446935150654,0.41961114784103,0.0002443736743989,0,5.09430215549106e-06,0.0041009132351703,0.000508156640010233,0.00115640658929647,3.82072661661829e-06,0,351.599999999996,122329.199999999,62914.7999999993,101156.399999999,209.999999999998,0,0.000447789159467659,0.155795476809872,0.0801267503130713,0.128830316640427,0.000267450863163277,NA,2.76415094339623,78.6581790123457,28.5405552531301,44.0423197492163,3.72340425531915,NA,0.000686355329409294,0.0162804217715395,0.0645118991181457,0.311584229140896,0.000209987134849337,NA,248.129999999994,46.9245465838498,760.487819548854,362.85779735682,63.9599999999985,NA,215.409668306689,316.016239714198,3457.96739823596,8120.9980430102,88.3815274817065,NA,49.6799999999988,0.359999999999992,0.359999999999992,0.359999999999992,0.359999999999992,NA,538.919999999987,12783.2399999997,50654.1599999988,244653.119999994,164.879999999996,NA,0.529966127489998,3.80684721289044,0.831701395000819,2.55625149136595,3.00700263582363,NA,0.300694325393228,2.15736211304186,1.12171488420208,2.20667262137989,3.17199174642039,NA,0.251614339790695,0.164746965558029,0.125486238445176,0.234101245060765,1.04803493449783,NA,0.893719806763295,6.66666666666674,6.66666666666674,6.66666666666674,6.66666666666674,NA,1.53401532677848,1.48538667274228,1.48144864837046,1.41741669298971,1.98664944013781,NA,0.227565364108293,0.815776858890201,0.727956996330717,1.0528006713995,1.21861841294841,NA,1.30357142857143,1,1,1,1,NA,1.84210526315789,7.88571428571429,8.358934169279,28.9436021831413,3.34883720930233,NA,0.899087308420871,0.783419679211871,0.939673577547051,0.911948161421581,0.717969379532635,NA,96.5421597633136,87.9917483164943,96.9955656801339,95.4945086196242,87.4386653581943,NA,0.999999374756805,0.999467077983116,0.991906475898147,0.902782903718051,0.99999995475408,NA,9.68042593897281,9.82668826807515,9.93680781134595,9.97736476928252,9.48574143865066,0.365467783786001
"ABQ",0,3,3855,537,760,1,0,709.199999999934,126096.119999988,233801.999999978,424515.23999996,66.9599999999938,0,0.000903221428630377,0.160593228498516,0.29776505422538,0.540653217072994,8.52787744798224e-05,0,3.82073362364831e-06,0.00490964270638808,0.000683911318633048,0.000967919184657573,1.27357787454944e-06,0,233.999999999989,118173.599999995,60604.7999999972,106075.199999995,88.7999999999959,0,0.000298017222644555,0.150503282315848,0.0771849323714902,0.1350950277584,0.000113093715259985,NA,2.19101123595506,83.1739864864865,31.3300248138958,40.6979742173112,2.64285714285714,NA,0.000392924245855956,0.00766133506213888,0.0331129228520523,0.420194197192036,8.52787744798224e-05,NA,236.399999999978,32.7097587548608,435.385474860295,558.572684210474,66.9599999999938,NA,69.9515603828756,178.281998487377,1414.64250894902,11997.5539916336,NA,NA,168.839999999984,0.359999999999967,0.359999999999967,0.359999999999967,66.9599999999938,NA,308.519999999971,6015.59999999944,25999.9199999976,329932.079999969,66.9599999999938,NA,0.338398054926155,3.94477626436428,0.638210879784984,2.9380086933229,1.32616487455203,NA,0.0431035940133407,2.08971215983742,0.716764919915507,2.13860527250323,NA,NA,0.291715285880994,0.241372431677649,0.125161265476678,0.196844150468797,1.32616487455203,NA,0.376687988628305,6.66666666666698,6.66666666666698,6.66666666666698,1.32616487455203,NA,1.2631524618065,1.42356926875111,1.44203003638546,1.38582702305915,2.64285714285714,NA,0.0550316150821348,0.737250826086405,0.472611556094528,1.19082008483995,NA,NA,1.20454545454545,1,1,1,2.64285714285714,NA,1.31372549019608,8.19565217391304,6.10223048327138,28.2616187989556,2.64285714285714,NA,0.905683192261185,0.753500573207912,0.925146212698347,0.927746040361057,0.668161434977579,NA,97.2474681900805,86.0879388003146,96.2312146570384,96.3406197824845,86.6279069767442,NA,0.999999712190069,0.999794619161614,0.998095050488088,0.822409472402206,0.999999992727531,NA,9.61186009694635,9.76704060894556,9.88466695674297,9.98032354678722,9.26048973703891,0.363194353383643
