"","n.patches_250_agriculture","n.patches_250_bare_earth","n.patches_250_grass","n.patches_250_tree_canopy","n.patches_250_urban","n.patches_250_water","total.area_250_agriculture","total.area_250_bare_earth","total.area_250_grass","total.area_250_tree_canopy","total.area_250_urban","total.area_250_water","prop.landscape_250_agriculture","prop.landscape_250_bare_earth","prop.landscape_250_grass","prop.landscape_250_tree_canopy","prop.landscape_250_urban","prop.landscape_250_water","patch.density_250_agriculture","patch.density_250_bare_earth","patch.density_250_grass","patch.density_250_tree_canopy","patch.density_250_urban","patch.density_250_water","total.edge_250_agriculture","total.edge_250_bare_earth","total.edge_250_grass","total.edge_250_tree_canopy","total.edge_250_urban","total.edge_250_water","edge.density_250_agriculture","edge.density_250_bare_earth","edge.density_250_grass","edge.density_250_tree_canopy","edge.density_250_urban","edge.density_250_water","landscape.shape.index_250_agriculture","landscape.shape.index_250_bare_earth","landscape.shape.index_250_grass","landscape.shape.index_250_tree_canopy","landscape.shape.index_250_urban","landscape.shape.index_250_water","largest.patch.index_250_agriculture","largest.patch.index_250_bare_earth","largest.patch.index_250_grass","largest.patch.index_250_tree_canopy","largest.patch.index_250_urban","largest.patch.index_250_water","mean.patch.area_250_agriculture","mean.patch.area_250_bare_earth","mean.patch.area_250_grass","mean.patch.area_250_tree_canopy","mean.patch.area_250_urban","mean.patch.area_250_water","sd.patch.area_250_agriculture","sd.patch.area_250_bare_earth","sd.patch.area_250_grass","sd.patch.area_250_tree_canopy","sd.patch.area_250_urban","sd.patch.area_250_water","min.patch.area_250_agriculture","min.patch.area_250_bare_earth","min.patch.area_250_grass","min.patch.area_250_tree_canopy","min.patch.area_250_urban","min.patch.area_250_water","max.patch.area_250_agriculture","max.patch.area_250_bare_earth","max.patch.area_250_grass","max.patch.area_250_tree_canopy","max.patch.area_250_urban","max.patch.area_250_water","mean.perim.area.ratio_250_agriculture","mean.perim.area.ratio_250_bare_earth","mean.perim.area.ratio_250_grass","mean.perim.area.ratio_250_tree_canopy","mean.perim.area.ratio_250_urban","mean.perim.area.ratio_250_water","sd.perim.area.ratio_250_agriculture","sd.perim.area.ratio_250_bare_earth","sd.perim.area.ratio_250_grass","sd.perim.area.ratio_250_tree_canopy","sd.perim.area.ratio_250_urban","sd.perim.area.ratio_250_water","min.perim.area.ratio_250_agriculture","min.perim.area.ratio_250_bare_earth","min.perim.area.ratio_250_grass","min.perim.area.ratio_250_tree_canopy","min.perim.area.ratio_250_urban","min.perim.area.ratio_250_water","max.perim.area.ratio_250_agriculture","max.perim.area.ratio_250_bare_earth","max.perim.area.ratio_250_grass","max.perim.area.ratio_250_tree_canopy","max.perim.area.ratio_250_urban","max.perim.area.ratio_250_water","mean.shape.index_250_agriculture","mean.shape.index_250_bare_earth","mean.shape.index_250_grass","mean.shape.index_250_tree_canopy","mean.shape.index_250_urban","mean.shape.index_250_water","sd.shape.index_250_agriculture","sd.shape.index_250_bare_earth","sd.shape.index_250_grass","sd.shape.index_250_tree_canopy","sd.shape.index_250_urban","sd.shape.index_250_water","min.shape.index_250_agriculture","min.shape.index_250_bare_earth","min.shape.index_250_grass","min.shape.index_250_tree_canopy","min.shape.index_250_urban","min.shape.index_250_water","max.shape.index_250_agriculture","max.shape.index_250_bare_earth","max.shape.index_250_grass","max.shape.index_250_tree_canopy","max.shape.index_250_urban","max.shape.index_250_water","prop.like.adjacencies_250_agriculture","prop.like.adjacencies_250_bare_earth","prop.like.adjacencies_250_grass","prop.like.adjacencies_250_tree_canopy","prop.like.adjacencies_250_urban","prop.like.adjacencies_250_water","aggregation.index_250_agriculture","aggregation.index_250_bare_earth","aggregation.index_250_grass","aggregation.index_250_tree_canopy","aggregation.index_250_urban","aggregation.index_250_water","lanscape.division.index_250_agriculture","lanscape.division.index_250_bare_earth","lanscape.division.index_250_grass","lanscape.division.index_250_tree_canopy","lanscape.division.index_250_urban","lanscape.division.index_250_water","patch.cohesion.index_250_agriculture","patch.cohesion.index_250_bare_earth","patch.cohesion.index_250_grass","patch.cohesion.index_250_tree_canopy","patch.cohesion.index_250_urban","patch.cohesion.index_250_water","edge.density_250_total"
"ABN",0,0,737,152,183,0,0,0,21103.560000002,70843.6800000066,104299.20000001,0,0,0,0.107536014411268,0.360993452925821,0.531470532662911,0,0,0,0.00375548213766289,0.000774536343181491,0.000932500992119821,0,0,0,20996.400000001,18351.6000000009,23546.4000000011,0,0,0,0.10698996628932,0.0935130339179612,0.119983832572957,0,NA,NA,36.0762886597938,17.2218468468468,18.2191272051996,NA,NA,NA,0.00578211762720384,0.0652579481187022,0.469404489579531,NA,NA,NA,28.6344097693378,466.076842105307,569.940983606611,NA,NA,NA,89.2967226211705,1462.4883169424,6821.4169754859,NA,NA,NA,0.360000000000034,0.360000000000034,0.360000000000034,NA,NA,NA,1134.72000000011,12806.6400000012,92118.9600000086,NA,NA,NA,3.36824403015869,1.16806842127455,3.26663844916523,NA,NA,NA,2.02165956754216,1.54153208763964,2.03083985418893,NA,NA,NA,0.229159747592151,0.157205657492347,0.195686099799641,NA,NA,NA,6.66666666666636,6.66666666666636,6.66666666666636,NA,NA,NA,1.5002488551892,1.55496659232348,1.31131319644582,NA,NA,NA,0.570003279451885,0.589391050942269,1.10377479370919,NA,NA,NA,1,1,1,NA,NA,NA,5.15044247787611,4.90476190476191,14.8438735177866,NA,NA,NA,0.740283065779025,0.925193643929963,0.934490920806194,NA,NA,NA,85.429567392105,96.3316933545206,96.7935362393514,NA,NA,NA,0.999831923296228,0.990756591880937,0.778560659973313,NA,NA,NA,9.60172337268308,9.89089251978872,9.96468637513697,NA,0.320486832780238
"ABP",0,0,797,130,185,3,0,0,33157.7999999954,66224.8799999907,96666.8399999865,186.839999999974,0,0,0.16896868653699,0.337475073426759,0.492604122905663,0.000952117130586809,0,0,0.00406142877905048,0.000662466425692049,0.000942740682715608,1.52876867467396e-05,0,0,31907.9999999978,15857.9999999989,28108.799999998,200.399999999986,0,0,0.162599836238311,0.0808107121432598,0.143239509742241,0.00102121747468213,NA,NA,43.8056013179572,15.4020979020979,22.5882352941176,3.6304347826087,NA,NA,0.0101137220441716,0.0438909486498832,0.415012997591272,0.000814527949866172,NA,NA,41.6032622333693,509.422153846083,522.523459459387,62.2799999999913,NA,NA,147.492245217803,1334.79253401532,5986.25302941118,85.5051156364224,NA,NA,0.35999999999995,0.35999999999995,0.35999999999995,0.35999999999995,NA,NA,1984.67999999972,8612.9999999988,81440.6399999886,159.839999999978,NA,NA,3.55835750336631,0.723827970583328,2.50408969109244,2.99799799799821,NA,NA,2.14655709632732,0.95799462497947,2.1616434189815,3.18036071442452,NA,NA,0.235806276074749,0.1463476252346,0.245803569323637,1.02102102102109,NA,NA,6.66666666666713,6.66666666666713,6.66666666666713,6.66666666666713,NA,NA,1.54544078975345,1.45389198648227,1.43730361255619,1.92463393626184,NA,NA,0.857054291096165,0.519695744991846,1.28396161914353,1.11496113022142,NA,NA,1,1,1,1,NA,NA,7.42727272727273,4.0258064516129,17.5231092436975,3.16279069767442,NA,NA,0.747722960151803,0.930653764716069,0.916411817393508,0.722821576763485,NA,NA,85.8482704530972,96.6335020623444,95.8233286878196,87.8024193548387,NA,NA,0.999514509127658,0.993155522452163,0.827462609687243,0.999999318111526,NA,NA,9.70237635147863,9.88115474150944,9.96206597252045,9.47083232453771,0.387671275598494
"ABQ",0,0,896,129,195,0,0,0,30611.5200000029,64924.2000000061,100703.520000009,0,0,0,0.155990820184587,0.330842088463041,0.513167091352372,0,0,0,0.00456585543237895,0.000657360882563487,0.000993685055037829,0,0,0,28906.8000000013,15595.2000000007,25660.8000000012,0,0,0,0.147303872558815,0.0794703444632137,0.13076283825803,0,NA,NA,41.2482876712329,15.2894117647059,20.2117202268431,NA,NA,NA,0.0145347077373516,0.0971383704910394,0.386247521137974,NA,NA,NA,34.164642857146,503.28837209307,516.428307692356,NA,NA,NA,163.994229749593,1783.54684140688,5448.45158658768,NA,NA,NA,0.360000000000034,0.720000000000067,0.360000000000034,NA,NA,NA,2852.28000000027,19062.3600000018,75796.9200000071,NA,NA,NA,3.91747094167541,0.646287331492958,2.72529301937516,NA,NA,NA,2.08421358025252,0.759103375738171,2.2166633327084,NA,NA,NA,0.313630880578996,0.144976802452575,0.188350661214194,NA,NA,NA,6.66666666666636,6.66666666666636,6.66666666666636,NA,NA,NA,1.45043616671865,1.44440270548337,1.47908090321172,NA,NA,NA,0.760047799022261,0.505205561359542,1.05291183054606,NA,NA,NA,1,1,1,NA,NA,NA,8.19565217391304,4.99566160520607,12.9596949891068,NA,NA,NA,0.75185549540826,0.930444276745717,0.926369721510619,NA,NA,NA,86.1311069152702,96.6246109381947,96.3599961318467,NA,NA,NA,0.999347801543464,0.988578279273936,0.849103048940534,NA,NA,NA,9.74238791678298,9.89644638409794,9.95918855176159,NA,0.357537055280059
"ABR",0,0,690,141,143,0,0,0,33022.08,37355.76,125864.64,0,0,0,0.168271823715232,0.190355115773099,0.641373060511669,0,0,0,0.00351605829685805,0.000718498869357949,0.000728690342682176,0,0,0,26402.4,11541.6,23050.8,0,0,0,0.134539677647775,0.0588129542594447,0.117460806651037,0,NA,NA,36.3069306930693,14.9116279069767,16.2375316990702,NA,NA,NA,0.0132778591057349,0.014646370143712,0.547870369351223,NA,NA,NA,47.8580869565217,264.934468085106,880.172307692308,NA,NA,NA,225.767427372767,412.191835679223,8997.62613828653,NA,NA,NA,0.36,0.36,0.36,NA,NA,NA,2605.68,2874.24,107515.44,NA,NA,NA,3.67458244496057,0.686638572481434,3.04812341401859,NA,NA,NA,2.12456587936187,0.949636686994554,2.11321181112073,NA,NA,NA,0.33852140077821,0.161194029850746,0.151066674702722,NA,NA,NA,6.66666666666667,6.66666666666667,6.66666666666667,NA,NA,NA,1.48091188026335,1.34054887155775,1.43664838270847,NA,NA,NA,0.760343494368467,0.318650569277281,1.05855361382567,NA,NA,NA,1,1,1,NA,NA,NA,8.16374269005848,2.72625698324022,12.3833485818847,NA,NA,NA,0.785824840113308,0.911416071839742,0.94652707120955,NA,NA,NA,88.298605414274,95.662849768231,97.4177189803242,NA,NA,NA,0.999047045273313,0.999125366085658,0.698613841771474,NA,NA,NA,9.78310550423555,9.7656022829647,9.96565482409447,NA,0.310813438558257
"ABS",0,0,1161,128,142,0,0,0,27717.12,51786.36,116749.44,0,0,0,0.141231631101336,0.263875615201038,0.594892753697627,0,0,0,0.00591583554527494,0.000652219595000166,0.000723556113203309,0,0,0,24721.2,14601.6,23578.8,0,0,0,0.12596602384311,0.0744019502996439,0.120144963957734,0,NA,NA,37.1189189189189,16.0316205533597,17.2510974539069,NA,NA,NA,0.0251198300641845,0.0215189664439133,0.506723874477893,NA,NA,NA,23.873488372093,404.5809375,822.179154929577,NA,NA,NA,170.313539074393,690.840734551495,8346.96872506671,NA,NA,NA,0.36,0.36,0.36,NA,NA,NA,4929.84,4223.16,99446.04,NA,NA,NA,4.19057573363421,0.640777920126043,3.18424294524111,NA,NA,NA,2.04591475829044,0.895705791379223,2.37530841501818,NA,NA,NA,0.114161920062314,0.153219663678444,0.165834657669627,NA,NA,NA,6.66666666666667,6.66666666666667,6.66666666666667,NA,NA,NA,1.33354696850965,1.46586955463503,1.42669788093014,NA,NA,NA,0.559879294839142,0.476692689307451,1.12405374563473,NA,NA,NA,1,1,1,NA,NA,NA,6.91240875912409,3.85714285714286,13.0636882129278,NA,NA,NA,0.764000343672137,0.918844832760863,0.941193283422396,NA,NA,NA,86.9346733668342,96.0239490072941,97.1411758709683,NA,NA,NA,0.999109196615355,0.997882293412635,0.742446546005912,NA,NA,NA,9.77808354073176,9.81993415880943,9.96469619135022,NA,0.320512938100488
"ABT",0,0,1014,127,123,1,0,0,28914.12,50678.28,116655.48,2.16,0,0,0.147333065511732,0.258233221251828,0.594422706869257,1.10063671834156e-05,0,0,0.0051668779277701,0.000647133626061936,0.000626751464611167,5.09554036269241e-06,0,0,27752.4,13795.2,25609.2,6,0,0,0.141413474361585,0.0702939984114143,0.130492712256262,3.05732421761545e-05,NA,NA,40.7883597883598,15.3075898801598,18.7366110623354,1,NA,NA,0.0133232074755246,0.0266849372361911,0.532181700447042,1.10063671834156e-05,NA,NA,28.5149112426035,399.04157480315,948.418536585366,2.16,NA,NA,128.974908655624,718.890609183416,9412.39764464746,NA,NA,NA,0.36,0.36,0.36,2.16,NA,NA,2614.68,5236.92,104440.68,2.16,NA,NA,4.01470459782195,0.617385032491482,2.88152926082928,2.77777777777778,NA,NA,2.11440951111396,0.75996475535866,2.05100626967679,NA,NA,NA,0.293726192115288,0.158337343323938,0.198279061377233,2.77777777777778,NA,NA,6.66666666666667,6.66666666666667,6.66666666666667,2.77777777777778,NA,NA,1.41089690757997,1.4330051268637,1.41690474468276,1,NA,NA,0.649835218983155,0.415068931071627,1.37953776171051,NA,NA,NA,1,1,1,1,NA,NA,7.84713375796178,3.11290322580645,16.0083487940631,1,NA,NA,0.748292619217353,0.921540257028003,0.936240994163665,0.411764705882353,NA,NA,85.9059019035779,96.1733649103438,96.8773330736521,100,NA,NA,0.999541070166909,0.99778418667011,0.716492962591961,0.99999999987886,NA,NA,9.6990898302213,9.82322682454597,9.96601434956474,5.90950242075757,0.342230758271437
"ABU",0,8,409,21,121,10,0,5770.08000000054,16540.9200000015,111018.60000001,14953.3200000014,47966.0400000045,0,0.029401837339673,0.0842853893340377,0.565702870476358,0.0761956649349887,0.244414237914942,0,4.0764547236323e-05,0.00208408747745701,0.000107006936495348,0.000616563776949385,5.09556840454037e-05,0,1411.20000000007,12247.2000000006,13015.2000000006,7702.80000000036,3370.80000000016,0,0.0071908661324877,0.0624064453640897,0.0663198418987769,0.0392501443064954,0.0171761419780255,NA,4.62992125984252,23.7902097902098,9.76237623762376,15.7328431372549,3.84268125854993,NA,0.02812142291098,0.0152732529130345,0.471304408441196,0.00596915265181533,0.124622112647119,NA,721.260000000067,40.4423471882678,5286.60000000049,123.581157024805,4796.60400000045,NA,1939.47101005863,192.127362706009,20167.4881666328,176.756072602865,9553.35498196194,NA,0.360000000000034,0.360000000000034,0.360000000000034,0.360000000000034,0.360000000000034,NA,5518.80000000051,2997.36000000028,92493.0000000086,1171.44000000011,24456.9600000023,NA,2.61992226803808,3.66054146014276,2.32769882089374,2.15247307167484,2.49920985844022,NA,2.16708064023128,2.11343435166927,2.38856365983174,2.18372603905163,2.64328701977372,NA,0.215699065014123,0.212687935460203,0.095251853992098,0.308764940239029,0.0472151540853809,NA,6.66666666666636,6.66666666666636,6.66666666666636,6.66666666666636,6.66666666666636,NA,1.75522727272727,1.39372584150631,1.76304757251582,1.53161712607143,1.68892661835262,NA,1.01474375412102,0.589831768453936,1.62119024692999,0.557963364362505,0.798295465892697,NA,1,1,1,1,1,NA,4,6.40437158469945,8.56114398422091,4.56896551724138,3.45238095238095,NA,0.929224843524314,0.800078354554358,0.965437464946719,0.856547439464539,0.979137500139257,NA,97.1008112697315,89.3106652818018,98.4187675320267,92.7285703916967,99.2180532611845,NA,0.999208266183873,0.999591588315805,0.773548818774668,0.999854673003828,0.972698684632456,NA,9.90303833619571,9.76167836649183,9.96412736204275,9.65738291013145,9.94543536076393,0.192343439679875
"ABV",0,1,928,167,254,0,0,996.840000000093,46533.2400000043,49510.0800000046,99209.1600000092,0,0,0.00507945709060291,0.237112872543966,0.252281536567872,0.505526133797559,0,0,5.09555905722327e-06,0.00472867880510319,0.000850958362556285,0.00129427200053471,0,0,160.800000000007,36795.6000000017,16270.8000000008,30961.2000000014,0,0,0.000819365896401539,0.187494152845973,0.0829088223082722,0.157764623082508,0,NA,1.26415094339623,42.5875,18.2735849056604,24.572380952381,NA,NA,0.00507945709060291,0.0331366243714883,0.0106945593493012,0.256098925591182,NA,NA,996.840000000093,50.1435775862116,296.467544910207,390.587244094525,NA,NA,NA,314.985599932732,407.012317031133,3403.49664851723,NA,NA,996.840000000093,0.360000000000034,0.720000000000067,0.360000000000034,NA,NA,996.840000000093,6503.04000000061,2098.8000000002,50259.2400000047,NA,NA,0.16130973877452,3.79692212374593,0.774170453476873,3.53373453328775,NA,NA,NA,2.12079498956003,0.948689494082827,2.13852865057406,NA,NA,0.16130973877452,0.206488042515491,0.192703258633747,0.244525809462262,NA,NA,0.16130973877452,6.66666666666636,6.66666666666636,6.66666666666636,NA,NA,1.26415094339623,1.49425336424357,1.48691895852821,1.40559557049485,NA,NA,NA,0.847866109147559,0.425747700241126,1.20972036701225,NA,NA,1.26415094339623,1,1,1,NA,NA,1.26415094339623,9.51282051282051,3.19727891156463,14.4772727272727,NA,NA,0.952750352609309,0.787932125554583,0.906040919564125,0.910562722392944,NA,NA,99.4845360824742,88.3850922039737,95.3276172561371,95.5007343959048,NA,NA,0.999974199115665,0.997551357713025,0.998904872148797,0.922899093337257,NA,NA,9.79667622354457,9.8302538929886,9.76618840943887,9.9482890349373,NA,0.428986964133155
"ABW",0,0,457,181,150,1,0,0,62738.28,53720.64,79654.68,129.96,0,0,0.319695994100392,0.273744728234649,0.40589703937291,0.000662238292048921,0,0,0.00232873883861463,0.000922323259932708,0.000764356292761913,5.09570861841275e-06,0,0,22598.4,17158.8,21020.4,66,0,0,0.115154861642339,0.0874362450416207,0.107113833442483,0.000336316768815242,NA,NA,22.5532934131737,18.4980595084088,18.615302869288,1.44736842105263,NA,NA,0.162444668247967,0.0249981196835198,0.148159766363798,0.000662238292048921,NA,NA,137.282888402626,296.799116022099,531.0312,129.96,NA,NA,1569.4871012706,678.783145917337,2904.5834062186,NA,NA,NA,0.36,0.36,0.36,129.96,NA,NA,31878.72,4905.72,29075.4,129.96,NA,NA,3.58652271827868,2.1332263242649,2.53929212588347,0.507848568790397,NA,NA,2.13152007663122,2.25911684858583,2.01604643691763,NA,NA,NA,0.0520299937611093,0.181456624409645,0.123608770035921,0.507848568790397,NA,NA,6.66666666666667,6.66666666666667,6.66666666666667,0.507848568790397,NA,NA,1.51399098400823,1.51527742644596,1.47442499276372,1.44736842105263,NA,NA,0.701437787134286,0.581221470261247,1.09376583230793,NA,NA,NA,1,1,1,1.44736842105263,NA,NA,9.67953020134228,4.41025641025641,11.792618629174,1.44736842105263,NA,NA,0.897478890951554,0.908558675223104,0.92384624915497,0.858429858429858,NA,NA,94.8241499406116,95.456118249769,96.2462493064755,97.6573938506589,NA,NA,0.970609506268915,0.997432493419859,0.966260673965788,0.999999561440445,NA,NA,9.93513238042754,9.83188528892297,9.93428882865734,9.46085285768029,0.310041256895258
"ABX",0,0,468,109,85,0,0,0,26318.16,12057.84,157874.76,0,0,0,0.13410475454974,0.0614409849928734,0.804454260457386,0,0,0,0.00238470414076358,0.00055541186184451,0.000433119341805352,0,0,0,20036.4,5282.4,21169.2,0,0,0,0.102095910354691,0.0269165836606187,0.107868117300539,0,NA,NA,30.8632162661738,11.9945504087193,13.3139622641509,NA,NA,NA,0.0173698180837618,0.00307443395378443,0.799982022999554,NA,NA,NA,56.2353846153846,110.622385321101,1857.35011764706,NA,NA,NA,235.783584129217,110.296387158345,17027.6120759216,NA,NA,NA,0.36,1.44,0.36,NA,NA,NA,3408.84,603.36,156997.08,NA,NA,NA,3.09578664770176,0.64517997214719,3.410028712076,NA,NA,NA,1.95293478728575,0.425430759588818,1.88555616455055,NA,NA,NA,0.267891716830359,0.274463007159905,0.127706833783151,NA,NA,NA,6.66666666666667,4.16666666666667,6.66666666666667,NA,NA,NA,1.530029899405,1.2079760957725,1.32602574256653,NA,NA,NA,0.747480798808589,0.161803597306179,1.27492115262978,NA,NA,NA,1,1.05,1,NA,NA,NA,7.22556390977444,1.93220338983051,12.6479939439818,NA,NA,NA,0.795014394539283,0.876677405799132,0.960566566412175,NA,NA,NA,88.9092544157725,93.943351195569,98.1369261107819,NA,NA,NA,0.999287477140994,0.99993125372942,0.36002695294977,NA,NA,NA,9.77536292839059,9.55767350469743,9.97126554316714,NA,0.236880611315849
"ABY",0,0,778,115,112,0,0,0,28090.4399999961,39527.6399999945,128627.639999982,0,0,0,0.143139121709253,0.201419118847535,0.655441759443212,0,0,0,0.00396441766984833,0.000586000041172954,0.000570713083577138,0,0,0,25773.5999999982,12717.5999999991,23510.3999999984,0,0,0,0.131333310097167,0.0648044706401795,0.119800829286884,0,NA,NA,38.4221824686941,15.9849170437406,16.38127090301,NA,NA,NA,0.0128410443804838,0.0130336600461911,0.496887881172644,NA,NA,NA,36.1059640102777,343.718608695604,1148.46107142841,NA,NA,NA,151.618769002812,491.511351318739,9357.74669669922,NA,NA,NA,0.35999999999995,0.35999999999995,0.35999999999995,NA,NA,NA,2519.99999999965,2557.79999999964,97512.1199999864,NA,NA,NA,3.89214458024193,0.667194506287874,3.35312170430893,NA,NA,NA,2.11567056597158,0.922477058473378,2.23194418802464,NA,NA,NA,0.312306740878191,0.186736149885242,0.111581043249355,NA,NA,NA,6.66666666666713,6.66666666666713,6.66666666666713,NA,NA,NA,1.47161187219163,1.52811187806143,1.46051470768183,NA,NA,NA,0.742703344246222,0.504352179946532,1.28754406661813,NA,NA,NA,1,1,1,NA,NA,NA,6.2109375,3.30872483221477,12.6253602305475,NA,NA,NA,0.758043439077145,0.907921944777494,0.946629619035944,NA,NA,NA,86.5471803677194,95.4621234613013,97.4213697186159,NA,NA,NA,0.99950986923561,0.998932112448103,0.743778308534128,NA,NA,NA,9.72408857549737,9.78532612860995,9.96350815634259,NA,0.315938610024231
"ABZ",0,1,967,122,223,1,0,393.84,29209.32,52813.08,113825.88,5.04,0,0.0020068570673838,0.148839453269031,0.269115130124686,0.580012877638586,2.56819003138695e-05,0,5.09561514164078e-06,0.00492745984196663,0.000621665047280175,0.00113632217658589,5.09561514164078e-06,0,93.6,28675.2,13971.6,28050,16.8,0,0.000476949577257577,0.146117783309578,0.0711938965129483,0.142932004723024,8.5606334379565e-05,NA,1.16417910447761,41.9228070175439,15.1799217731421,20.7777777777778,1.75,NA,0.0020068570673838,0.0227541636780884,0.0226184164907151,0.359106343245935,2.56819003138695e-05,NA,393.84,30.2061220268873,432.894098360656,510.429955156951,5.04,NA,NA,185.74246935783,725.710909251201,4950.31868218525,NA,NA,393.84,0.36,0.36,0.36,5.04,NA,393.84,4465.44,4438.8,70473.6,5.04,NA,0.237659963436929,4.06225883349764,0.75055421884481,2.79742713136903,3.33333333333333,NA,NA,2.03521934275293,1.10562727784897,1.76039747170686,NA,NA,0.237659963436929,0.307965172524992,0.153555014868883,0.171093856422831,3.33333333333333,NA,0.237659963436929,6.66666666666667,6.66666666666667,6.66666666666667,3.33333333333333,NA,1.16417910447761,1.44750682022683,1.4633322399754,1.42880490404606,1.75,NA,NA,0.772208023908172,0.41562556046091,1.09472305228987,NA,NA,1.16417910447761,1,1,1,1.75,NA,1.16417910447761,7.97297297297297,2.83257918552036,11.3536723163842,1.75,NA,0.931156222418358,0.743288392329591,0.923664722716678,0.928706608249294,0.333333333333333,NA,99.4813767090995,85.5748775540494,96.2834755449547,96.4751972701393,70,NA,0.999995972524711,0.999111738826888,0.997751720116042,0.857233583145113,0.99999999934044,NA,9.6845283786049,9.77884330081376,9.8234427662731,9.95707282884585,7.31746330737959,0.360806240457187
"ACA",0,0,1490,94,279,0,0,0,27018.36,95644.08,73582.56,0,0,0,0.137676679660628,0.487370786516854,0.374952533822518,0,0,0,0.0075925501286657,0.000478993095365487,0.00142169227241458,0,0,0,32919.6,19942.8,29725.2,0,0,0,0.167747458533975,0.101621952151647,0.151469846365513,0,NA,NA,50.0602189781022,16.1193016488846,27.371270718232,NA,NA,NA,0.00395138729649163,0.141242834212337,0.0561008942903004,NA,NA,NA,18.1331275167785,1017.49021276596,263.736774193548,NA,NA,NA,65.9359884347708,3315.72857031419,1164.18363863764,NA,NA,NA,0.36,0.36,0.36,NA,NA,NA,775.44,27718.2,11009.52,NA,NA,NA,4.1054679074468,0.78297671201552,2.98418779553892,NA,NA,NA,2.03419980466514,1.25790638623949,2.32249987309342,NA,NA,NA,0.476190476190476,0.132027702801666,0.293412068647352,NA,NA,NA,6.66666666666667,6.66666666666667,6.66666666666667,NA,NA,NA,1.37871024716278,1.59352083867725,1.5330890266266,NA,NA,NA,0.618553535625622,0.879534084310544,1.06538851206426,NA,NA,NA,1,1,1,NA,NA,NA,5.88059701492537,6.49009009009009,9.20857142857143,NA,NA,NA,0.690956712760864,0.939343948172818,0.885732869271594,NA,NA,NA,82.0232156946655,97.0606703436572,94.148869662431,NA,NA,NA,0.999819188355902,0.970924355770838,0.989712678038403,NA,NA,NA,9.57447531297712,9.92261503672697,9.89423869063851,NA,0.420839257051135
"ACB",0,0,712,108,255,0,0,0,19050.4800000018,98670.2400000092,78520.6800000073,0,0,0,0.097076763618686,0.502800326536602,0.400122909844712,0,0,0,0.00362818447075864,0.000550342588261141,0.00129942000006103,0,0,0,20023.2000000009,20688.000000001,23864.4000000011,0,0,0,0.10203351586362,0.10542118024025,0.121607367252776,0,NA,NA,36.1952277657267,16.4503816793893,21.2695187165775,NA,NA,NA,0.00474211863551728,0.353648312741348,0.228430698109573,NA,NA,NA,26.756292134834,913.613333333419,307.924235294146,NA,NA,NA,76.7209882752412,6728.56029112289,2822.8364403709,NA,NA,NA,0.360000000000034,0.360000000000034,0.360000000000034,NA,NA,NA,930.600000000087,69400.4400000065,44827.5600000042,NA,NA,NA,3.24927674533591,2.37480831503721,2.76751892028663,NA,NA,NA,1.89283840155738,2.33485621922579,2.19553043903576,NA,NA,NA,0.188265635074137,0.14526807896121,0.175635276532129,NA,NA,NA,6.66666666666636,6.66666666666636,6.66666666666636,NA,NA,NA,1.51387568806757,1.57320453147987,1.46403344760488,NA,NA,NA,0.587076610957259,1.08570848668872,0.824027528541613,NA,NA,NA,1,1,1,NA,NA,NA,4.96,11.5005688282139,10.2209631728045,NA,NA,NA,0.727624426633584,0.939017488256268,0.912797925075584,NA,NA,NA,84.6026097271649,97.0405029975143,95.6461309790462,NA,NA,NA,0.999878092425643,0.871868983753621,0.946815972642666,NA,NA,NA,9.56953410328491,9.95682128492594,9.94235856638965,NA,0.329062063356646
"ACD",0,0,435,62,126,0,0,0,25053.4799999965,128447.279999982,42742.799999994,0,0,0,0.127665233957232,0.654529911707676,0.217804854335093,0,0,0,0.00221663324900986,0.000315933934341635,0.000642059285920096,0,0,0,14507.999999999,14660.399999999,12698.3999999991,0,0,0,0.0739285406359374,0.0747051266293835,0.064707346320057,0,NA,NA,22.8977272727273,10.2234309623431,15.336231884058,NA,NA,NA,0.0397838278107062,0.493398713313191,0.156341436121522,NA,NA,NA,57.5942068965437,2071.73032258036,339.228571428524,NA,NA,NA,407.403991075439,12540.4155607377,2728.34035860467,NA,NA,NA,0.35999999999995,0.35999999999995,0.35999999999995,NA,NA,NA,7807.31999999891,96826.3199999865,30680.9999999957,NA,NA,NA,3.11371091368239,2.19218555843925,2.18421030088765,NA,NA,NA,1.92821574653441,2.15737700904284,2.04196104351333,NA,NA,NA,0.103748789597462,0.0807672955039554,0.210931847071492,NA,NA,NA,6.66666666666713,6.66666666666713,6.66666666666713,NA,NA,NA,1.49571735345919,1.61663772870165,1.48941659159734,NA,NA,NA,0.575057768932324,0.896351430441609,0.81922104445006,NA,NA,NA,1,1,1,NA,NA,NA,5.96078431372549,6.27842003853565,9.23458904109589,NA,NA,NA,0.840159708083239,0.96633568150474,0.914675740398803,NA,NA,NA,91.6614980743989,98.4528376574429,95.8221058411116,NA,NA,NA,0.998092067927262,0.743996401753123,0.975462423870618,NA,NA,NA,9.85351632397243,9.9636901721966,9.9410481602729,NA,0.213341013585378
